,Label,  Text,
,ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?","no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
,spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
,ham,Will you come online today night,Will you come online today night
,ham,Then anything special?,Then anything special?
,ham,"I'm in solihull, | do you want anything?","I'm in solihull, | do you want anything?"
,ham,Will do. Have a good day,Will do. Have a good day
,ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
,ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,Love that holiday Monday feeling even if I have to go to the dentists in an hour
,ham,I am on the way to tirupur.,I am on the way to tirupur.
,spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.","Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
,ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
,ham,"Just dropped em off, omw back now","Just dropped em off, omw back now"
,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
,ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
,ham,Re your call; You didn't see my facebook huh?,Re your call; You didn't see my facebook huh?
,ham,"G says you never answer your texts, confirm/deny","G says you never answer your texts, confirm/deny"
,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.","Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
,ham,Oh yah... We never cancel leh... Haha ,Oh yah... We never cancel leh... Haha 
,ham,We can go 4 e normal pilates after our intro...  ,We can go 4 e normal pilates after our intro...  
,ham,Ok... Let u noe when i leave my house.,Ok... Let u noe when i leave my house.
,ham,"Oh yes, why is it like torture watching england?","Oh yes, why is it like torture watching england?"
,ham,Wanna do some art?! :D,Wanna do some art?! :D
,ham,Just hopeing that wasn‰Û÷t too pissed up to remember and has gone off to his sisters or something!,Just hopeing that wasn‰Û÷t too pissed up to remember and has gone off to his sisters or something!
,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!","Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service","Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
,ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?","Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
,ham,Match started.india  &lt;#&gt;  for 2,Match started.india  &lt;#&gt;  for 2
,ham,Once free call me sir.,Once free call me sir.
,ham,Hey do you want anything to buy:),Hey do you want anything to buy:)
,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?","Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
,ham,K..k.:)congratulation ..,K..k.:)congratulation ..
,ham,G wants to know where the fuck you are,G wants to know where the fuck you are
,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
,ham,ÌÏ go home liao? Ask dad to pick me up at 6...,ÌÏ go home liao? Ask dad to pick me up at 6...
,ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
,ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...","I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
,ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,Wrong phone! This phone! I answer this one but assume the other is people i don't well
,ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill","Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
,ham,I'm already back home so no probably not,I'm already back home so no probably not
,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
,ham,I am in bus on the way to calicut,I am in bus on the way to calicut
,ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
,spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.","Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
,ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
,ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,Doing my masters. When will you buy a bb cos i have for sale and how's bf
,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.","Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
,ham,I'm vivek:)i got call from your number.,I'm vivek:)i got call from your number.
,ham,Why didn't u call on your lunch?,Why didn't u call on your lunch?
,ham,"What i mean was i left too early to check, cos i'm working a 9-6.","What i mean was i left too early to check, cos i'm working a 9-6."
,ham,I want  &lt;#&gt;  rs da:)do you have it?,I want  &lt;#&gt;  rs da:)do you have it?
,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND","A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
,ham,Yup ok...,Yup ok...
,ham,I want to see your pretty pussy...,I want to see your pretty pussy...
,spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
,ham,"A few people are at the game, I'm at the mall with iouri and kaila","A few people are at the game, I'm at the mall with iouri and kaila"
,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
